description_text,link
"Decrease in road accident fatalities in Delhi till May 15, shows data",https://www.business-standard.com/india-news/decrease-in-road-accident-fatalities-in-delhi-till-may-15-shows-data-124051900346_1.html&ved=2ahUKEwjGy72mqdaGAxXFVmwGHSubBLQ4MhDF9AF6BAgCEAI&usg=AOvVaw3DAmdVYUntj9Sp_n7qIBUU
Effective speed management critical in India to reduce road crash fatalities,https://citizenmatters.in/safer-roads-speed-management-in-india-wri/&ved=2ahUKEwjGy72mqdaGAxXFVmwGHSubBLQ4MhDF9AF6BAgFEAI&usg=AOvVaw1tynfipB6s7Bhl89cwM2Q-
"4 law university students killed in Patiala road accident, 2 others injured",https://indianexpress.com/article/cities/chandigarh/law-university-students-killed-accident-road-injured-9336987/&ved=2ahUKEwjGy72mqdaGAxXFVmwGHSubBLQ4MhDF9AF6BAgGEAI&usg=AOvVaw2VXx_C6QVq948W6eZZ-Cwe
Four RGNUL students killed in tragic road accident on Patiala-Bhadson Road,https://www.financialexpress.com/india-news/four-rgnul-students-killed-in-tragic-road-accident-on-patiala-bhadson-road/3492688/&ved=2ahUKEwjGy72mqdaGAxXFVmwGHSubBLQ4MhDF9AF6BAgIEAI&usg=AOvVaw2QZkj09y2t99yDURPlj47W
"Exclusive: Pune teen must be tried as adult, says top cop amid outrage over bail",https://www.indiatoday.in/india/story/pune-crash-porche-techies-killed-outrage-top-cop-exclusive-2541588-2024-05-20&ved=2ahUKEwi4sv2mqdaGAxWYRmwGHZ4XDR44PBDF9AF6BAgEEAI&usg=AOvVaw1ekJqPIALDVolBie-KsczV
Decrease in road accident fatalities in Delhi till May 15,https://auto.hindustantimes.com/auto/news/decrease-in-road-accident-fatalities-in-delhi-till-may-15-41716169609904.html&ved=2ahUKEwi4sv2mqdaGAxWYRmwGHZ4XDR44PBDF9AF6BAgJEAI&usg=AOvVaw2_qFPAq9QgTKLOEA-XCHEq
Pune Porsche crash: CCTV captures sports car speeding at 150 kmph before crashing into bike - India Today,https://www.indiatoday.in/cities/pune/video/cctv-captures-accident-involving-porsche-two-wheeler-in-pune-2541585-2024-05-20&ved=2ahUKEwi4sv2mqdaGAxWYRmwGHZ4XDR44PBDF9AF6BAgIEAI&usg=AOvVaw1fbyenAGdKbucNpyDXm5BX
Effective speed management critical in India to reduce road crash fatalities,https://citizenmatters.in/safer-roads-speed-management-in-india-wri/&ved=2ahUKEwi4sv2mqdaGAxWYRmwGHZ4XDR44PBDF9AF6BAgAEAI&usg=AOvVaw2D-M3eIkIAMR2mbXkXKapY
"4 law university students killed in Patiala road accident, 2 others injured",https://indianexpress.com/article/cities/chandigarh/law-university-students-killed-accident-road-injured-9336987/&ved=2ahUKEwi4sv2mqdaGAxWYRmwGHZ4XDR44PBDF9AF6BAgGEAI&usg=AOvVaw0A8wCvugWa2sshX6Zd--9H
Four RGNUL students killed in tragic road accident on Patiala-Bhadson Road,https://www.financialexpress.com/india-news/four-rgnul-students-killed-in-tragic-road-accident-on-patiala-bhadson-road/3492688/&ved=2ahUKEwi4sv2mqdaGAxWYRmwGHZ4XDR44PBDF9AF6BAgHEAI&usg=AOvVaw1YUrRu3iADgsKBODuyWzd7
Indian Software Engineer From Hyderabad Killed In US In Road Accident,https://www.india.com/news/world/indian-software-engineer-abbaraju-prudhvi-hyderabad-killed-in-us-in-road-accident-6938941/&ved=2ahUKEwi4sv2mqdaGAxWYRmwGHZ4XDR44PBDF9AF6BAgFEAI&usg=AOvVaw2yKvPZ3pDKD_l06O4BvDnI
4 students of RGNUL killed in car accident in Patiala,https://timesofindia.indiatimes.com/city/ludhiana/4-students-of-rgnul-killed-in-car-accident-in-patiala/articleshow/110230761.cms&ved=2ahUKEwi4sv2mqdaGAxWYRmwGHZ4XDR44PBDF9AF6BAgDEAI&usg=AOvVaw0HXmIFlYswzAZL38iLuVLO
"Rajasthan: 5 women killed, 12 injured in road accident in Bharatpur",https://www.financialexpress.com/india-news/rajasthan-5-women-killed-12-injured-in-road-accident-in-bharatpur/3492088/&ved=2ahUKEwi4sv2mqdaGAxWYRmwGHZ4XDR44PBDF9AF6BAgBEAI&usg=AOvVaw3ViXhBqrnw1ab1oIXy53U3
"Two killed, three injured as BMW rams e-rickshaw in Noida sector 35",https://timesofindia.indiatimes.com/city/noida/two-killed-three-injured-as-bmw-rams-e-rickshaw-in-noida-sector-35/articleshow/110170973.cms&ved=2ahUKEwi4sv2mqdaGAxWYRmwGHZ4XDR44PBDF9AF6BAgCEAI&usg=AOvVaw2fm7l91-Dn6PShBiDYfEen
Six of family killed in road accident in Rajasthan's Sawai Madhopur,https://timesofindia.indiatimes.com/city/jaipur/six-of-family-killed-in-road-accident-in-rajasthans-sawai-madhopur/articleshow/109852440.cms&ved=2ahUKEwiQrr6nqdaGAxVOT2cHHcBeAPc4RhDF9AF6BAgFEAI&usg=AOvVaw3wY9Sq-pUJw9TMOMM6PYhG
"Savukku Shankar arrested, suffers minor injuries in road accident after arrest",https://timesofindia.indiatimes.com/city/chennai/savukku-shankar-arrested-suffers-minor-injuries-in-road-accident-after-arrest/articleshow/109833825.cms&ved=2ahUKEwiQrr6nqdaGAxVOT2cHHcBeAPc4RhDF9AF6BAgJEAI&usg=AOvVaw38aemGVW9sB-gxsfxNIaE-
"Indian Couple, Their Grandchild Killed In Multi-Vehicle Accident In Canada",https://www.ndtv.com/indians-abroad/indian-couple-their-grandchild-killed-in-multi-vehicle-accident-in-canada-5584605&ved=2ahUKEwiQrr6nqdaGAxVOT2cHHcBeAPc4RhDF9AF6BAgHEAI&usg=AOvVaw0uhrLNO-DMQVPI0dtFJLGe
Woman killed in road accident,https://timesofindia.indiatimes.com/city/cuttack/woman-killed-in-road-accident/articleshow/109798809.cms&ved=2ahUKEwiQrr6nqdaGAxVOT2cHHcBeAPc4RhDF9AF6BAgCEAI&usg=AOvVaw2W5F_nOCK0S3nVYa7XvkWZ
"3-month-old, grandparents visiting from India killed in 401 crash: SIU",https://www.cbc.ca/news/canada/toronto/highway-401-crash-1.7191995&ved=2ahUKEwiQrr6nqdaGAxVOT2cHHcBeAPc4RhDF9AF6BAgDEAI&usg=AOvVaw18rXvrjYeEuQQU0uPDYaR0
"One person killed, 11 injured in road accident in J&K's Ramban",https://www.deccanherald.com/india/jammu-and-kashmir/one-person-killed-11-injured-in-road-accident-in-jks-ramban-3004190&ved=2ahUKEwiQrr6nqdaGAxVOT2cHHcBeAPc4RhDF9AF6BAgBEAI&usg=AOvVaw3yHx42YzkXtkn9Iq-5oVmu
Three killed in road accident in Jodhpur,https://timesofindia.indiatimes.com/city/jodhpur/three-killed-in-road-accident-in-jodhpur/articleshow/109748110.cms&ved=2ahUKEwiQrr6nqdaGAxVOT2cHHcBeAPc4RhDF9AF6BAgAEAI&usg=AOvVaw1KevuUioRuotC9CYZ0lKhg
"Chhattisgarh Road Accident: At least 9 dead, 23 injured as car rams parked vehicle in Bemetara",https://m.economictimes.com/news/india/chhattisgarh-road-accident-at-least-9-dead-23-injured-as-car-rams-parked-vehicle-in-bemetara/videoshow/109680031.cms&ved=2ahUKEwiQrr6nqdaGAxVOT2cHHcBeAPc4RhDF9AF6BAgEEAI&usg=AOvVaw2LeoKg7sHTu15NfzDST4F4
3 children among 10 killed as truck rams car on Chhattisgarh highway,https://www.indiatoday.in/india/story/chhattisgarh-bemetara-road-accident-death-toll-several-dead-many-injured-2532863-2024-04-29&ved=2ahUKEwiQrr6nqdaGAxVOT2cHHcBeAPc4RhDF9AF6BAgGEAI&usg=AOvVaw0JnkTsly7MDnikyhULfn3p
"Two policemen killed in road accident in gopalganj, bihar",https://timesofindia.indiatimes.com/city/lucknow/two-policemen-killed-in-road-accident-in-gopalganj-bihar/articleshow/109663843.cms&ved=2ahUKEwiQrr6nqdaGAxVOT2cHHcBeAPc4RhDF9AF6BAgIEAI&usg=AOvVaw012NeA_V5oflx5j073KUlB
Overspeeding SUV goes airborne: Three Indian women killed in fatal road accident in US,https://timesofindia.indiatimes.com/nri/us-canada-news/overspeeding-suv-goes-airborne-three-indian-women-killed-in-fatal-road-accident-in-us/articleshow/109643909.cms&ved=2ahUKEwiKrvSnqdaGAxUvTmwGHQKZDdo4UBDF9AF6BAgCEAI&usg=AOvVaw3HCtx8ehLQfPnKAdmKA9B9
Three Indian women killed in horrific US car accident,https://www.hindustantimes.com/world-news/us-news/three-indian-women-killed-in-horrific-us-car-accident-101714205175741.html&ved=2ahUKEwiKrvSnqdaGAxUvTmwGHQKZDdo4UBDF9AF6BAgJEAI&usg=AOvVaw2HdhGtY0ZR_zhB42wsgCFx
"1 killed, 25 injured in Vadodara road accident",https://indianexpress.com/article/cities/ahmedabad/vadodara-road-accident-death-9292402/&ved=2ahUKEwiKrvSnqdaGAxUvTmwGHQKZDdo4UBDF9AF6BAgFEAI&usg=AOvVaw2tUDbDhJoKOnuiRbDbp4z7
The 10 Lakh Crore Accident Shock | India’s Road Crash Epidemic | Trailer | News9 Plus,https://www.youtube.com/watch%3Fv%3D6g0FVkvdEdU&ved=2ahUKEwiKrvSnqdaGAxUvTmwGHQKZDdo4UBDF9AF6BAgIEAI&usg=AOvVaw0Czlq_VOS4QlM9YnfwEO_7
"Hours before her wedding, Faridabad woman killed in road accident",https://indianexpress.com/article/cities/delhi/hours-before-her-wedding-faridabad-woman-killed-in-road-accident-9285318/&ved=2ahUKEwiKrvSnqdaGAxUvTmwGHQKZDdo4UBDF9AF6BAgGEAI&usg=AOvVaw0xbplWZycr7W_mR0L0grRM
"Who were Nivesh Mukka and Goutham Kumar Parsi, Indian students whose lives were claimed in Arizona road accident?",https://www.hindustantimes.com/world-news/us-news/who-were-nivesh-mukka-and-goutham-kumar-parsi-indian-students-whose-lives-were-claimed-in-arizona-road-accident-101713849482348.html&ved=2ahUKEwiKrvSnqdaGAxUvTmwGHQKZDdo4UBDF9AF6BAgEEAI&usg=AOvVaw3AQM9RO2yNJpVnte4B_QLJ
Woman Dies In Haryana Road Accident Hours Before Her Marriage: Police,https://www.ndtv.com/india-news/woman-dies-in-haryana-road-accident-hours-before-her-marriage-police-5499916&ved=2ahUKEwiKrvSnqdaGAxUvTmwGHQKZDdo4UBDF9AF6BAgDEAI&usg=AOvVaw3vJQpLjKXjE04QcMonHJBJ
Pankaj Tripathi’s brother in-law dies in road accident; actor’s sister injured,https://indianexpress.com/article/entertainment/bollywood/pankaj-tripathis-brother-in-law-dies-in-road-accident-actors-sister-injured-9282125/&ved=2ahUKEwiKrvSnqdaGAxUvTmwGHQKZDdo4UBDF9AF6BAgHEAI&usg=AOvVaw2rxZnnN_ojihf_uSZ6kqWw
5 Killed As Car Carrying Wedding Guests Meets With Accident In Agra: Cops,https://www.ndtv.com/india-news/5-killed-as-car-carrying-wedding-guests-meets-with-accident-in-agra-cops-5492643&ved=2ahUKEwiKrvSnqdaGAxUvTmwGHQKZDdo4UBDF9AF6BAgBEAI&usg=AOvVaw3EN_FULMDjR60n_ZSlQ8pB
Gujarat: 10 killed in road accident on Ahmedabad-Vadodara Expressway,https://www.financialexpress.com/india-news/gujarat-10-killed-as-car-rams-into-parked-truck-on-ahmedabad-vadodara-expressway/3460166/&ved=2ahUKEwiKrvSnqdaGAxUvTmwGHQKZDdo4UBDF9AF6BAgAEAI&usg=AOvVaw10fBUD9Usy-ulS3uDBSV-m
"Bus accident in Odisha leaves five dead, many injured as vehicle falls from flyover",https://m.economictimes.com/news/india/bus-accident-in-odisha-leaves-five-dead-many-injured-as-vehicle-falls-from-flyover/articleshow/109331406.cms&ved=2ahUKEwiy_KKoqdaGAxXERWwGHdMhG4Y4WhDF9AF6BAgCEAI&usg=AOvVaw1-GrcwuzvFsE3nmrFQRz56
"SUV rams two-wheeler on Andhra highway, travels 15 km with victim’s body on roof",https://indianexpress.com/article/cities/hyderabad/suv-rams-two-wheeler-on-highway-9273985/&ved=2ahUKEwiy_KKoqdaGAxXERWwGHdMhG4Y4WhDF9AF6BAgJEAI&usg=AOvVaw2Kfr7uvXrXnaOPEmFRlDQh
"School bus carrying 42 kids rams vehicles near Delhi's ITO, one dead",https://timesofindia.indiatimes.com/city/delhi/man-killed-in-road-crash-in-delhi/articleshow/109237295.cms&ved=2ahUKEwiy_KKoqdaGAxXERWwGHdMhG4Y4WhDF9AF6BAgFEAI&usg=AOvVaw22Upp7wu7ytz14vvsEs7We
Accidents in front of Balaka,https://www.telegraphindia.com/my-kolkata/news/accidents-in-front-of-balaka/cid/2012856&ved=2ahUKEwiy_KKoqdaGAxXERWwGHdMhG4Y4WhDF9AF6BAgGEAI&usg=AOvVaw0fDcxcyjnF8Kthqn6yKell
"Two killed, two injured in car accident in UP's Sidhauli",https://timesofindia.indiatimes.com/city/lucknow/two-killed-two-injured-in-car-accident-in-ups-sidhauli/articleshow/109213233.cms&ved=2ahUKEwiy_KKoqdaGAxXERWwGHdMhG4Y4WhDF9AF6BAgHEAI&usg=AOvVaw1DYqGWgR5XVO_zgoBJ0dfv
"Haryana: ‘Drunk’ driver crashes school bus, killing 6 students and injuring 21",https://indianexpress.com/article/cities/chandigarh/haryana-narnaul-school-bus-accident-9263694/&ved=2ahUKEwiy_KKoqdaGAxXERWwGHdMhG4Y4WhDF9AF6BAgIEAI&usg=AOvVaw0fdmHxnPRks7DupOl9o5ci
"Road Accident Not 'Act Of God', Court Orders Rs 20 Lakh Compensation To Victim",https://www.indiatimes.com/news/india/road-accident-not-act-of-god-court-orders-rs-20-lakh-compensation-to-victim-631818.html&ved=2ahUKEwiy_KKoqdaGAxXERWwGHdMhG4Y4WhDF9AF6BAgAEAI&usg=AOvVaw2FGRVRNBrara8skyZKGvo2
Two women and a year old child die in road accident on Ludhiana Chandigarh Highway,https://timesofindia.indiatimes.com/city/ludhiana/two-women-and-a-year-old-child-die-in-road-accident-on-ludhiana-chandigarh-highway/articleshow/109073269.cms&ved=2ahUKEwiy_KKoqdaGAxXERWwGHdMhG4Y4WhDF9AF6BAgBEAI&usg=AOvVaw0fufD1s_tNlXmHbjYeuTip
Four die in TN road accident,https://timesofindia.indiatimes.com/city/chennai/four-die-in-tn-road-accident/articleshow/109071601.cms&ved=2ahUKEwiy_KKoqdaGAxXERWwGHdMhG4Y4WhDF9AF6BAgDEAI&usg=AOvVaw3UbCWKMHEYvvUQgV964gXk
"Andhra student, on way to birthday celebration, dies in US accident",https://timesofindia.indiatimes.com/city/vijayawada/another-ap-student-dies-in-us-accident/articleshow/109017452.cms&ved=2ahUKEwiy_KKoqdaGAxXERWwGHdMhG4Y4WhDF9AF6BAgEEAI&usg=AOvVaw24ClMHSWE3q1hl47kbDjx6
"Indian-origin girl, mother killed in US road accident",https://www.indiatoday.in/world/story/indian-origin-girl-dead-in-us-road-accident-after-car-drives-though-stop-sign-2522602-2024-04-03&ved=2ahUKEwiI-dioqdaGAxU6S2cHHVuMDHE4ZBDF9AF6BAgCEAI&usg=AOvVaw0HcvISzflapytNlY_fKN_O
"Road Accident In UP's Chitrakoot: Major Collision Between Truck & Auto, 5 Dead & 3 Seriously Injured",https://news.abplive.com/videos/news/india-road-accident-in-up-s-chitrakoot-major-collision-between-truck-auto-5-dead-3-seriously-injured-1676600&ved=2ahUKEwiI-dioqdaGAxU6S2cHHVuMDHE4ZBDF9AF6BAgJEAI&usg=AOvVaw12zCnspPZLct4N_TzEbxZK
"Caught On Cam: Driver, 2 Children Killed In Road Accident On Delhi-Meerut Expressway",https://news.abplive.com/news/india/caught-on-cam-driver-2-children-killed-in-road-accident-on-delhi-meerut-expressway-1676260&ved=2ahUKEwiI-dioqdaGAxU6S2cHHVuMDHE4ZBDF9AF6BAgGEAI&usg=AOvVaw2BE6VcZkBb8p598m3LLIir
5 injured in car accident at Dabolim,https://timesofindia.indiatimes.com/city/goa/5-injured-in-car-accident-at-dabolim/articleshow/108906336.cms&ved=2ahUKEwiI-dioqdaGAxU6S2cHHVuMDHE4ZBDF9AF6BAgFEAI&usg=AOvVaw3gK0MJhk1DMvr3j6R_QNfi
IIT grad on bike dies as high-speed collision severs body into two,https://timesofindia.indiatimes.com/city/gurgaon/iit-graduate-dies-in-golf-course-road-accident-collision-severs-body/articleshow/108889116.cms&ved=2ahUKEwiI-dioqdaGAxU6S2cHHVuMDHE4ZBDF9AF6BAgIEAI&usg=AOvVaw1dc8iclRYRVqNgqTCFuJ3B
Two medical students die in road accident near Coimbatore,https://timesofindia.indiatimes.com/city/coimbatore/two-medical-students-die-in-road-accident-near-coimbatore/articleshow/108874274.cms&ved=2ahUKEwiI-dioqdaGAxU6S2cHHVuMDHE4ZBDF9AF6BAgDEAI&usg=AOvVaw3-tYzdOpEn9a0Glr4BtyhI
"Ex-NITI Aayog Employee, Pursuing PhD In London, Dies In Freak Accident",https://www.ndtv.com/indians-abroad/cheistha-kochhar-death-indian-student-dies-in-accident-while-cycling-back-home-in-london-5305427&ved=2ahUKEwiI-dioqdaGAxU6S2cHHVuMDHE4ZBDF9AF6BAgHEAI&usg=AOvVaw08XeqcPEOTOSMn013plLJv
Union Minister Ramdas Athawale meets with car accident,https://timesofindia.indiatimes.com/india/union-minister-ramdas-athawale-meets-with-car-accident/articleshow/108683839.cms&ved=2ahUKEwiI-dioqdaGAxU6S2cHHVuMDHE4ZBDF9AF6BAgAEAI&usg=AOvVaw0KE_axljDjDtk7NT9UkZXv
Government Launches Pilot Program for Cashless Treatment Of Road Accident Victims,https://www.carandbike.com/news/government-launches-pilot-program-for-cashless-treatment-of-road-accident-victims-3212217&ved=2ahUKEwiI-dioqdaGAxU6S2cHHVuMDHE4ZBDF9AF6BAgBEAI&usg=AOvVaw1OiVrIpWKRwJYjmFOu_jnC
MoRTH rolls out pilot program for cashless treatment of road accident victims,https://www.financialexpress.com/business/express-mobility-morth-rolls-pilot-program-for-cashless-treatment-of-road-accident-victims-3426064/&ved=2ahUKEwiI-dioqdaGAxU6S2cHHVuMDHE4ZBDF9AF6BAgEEAI&usg=AOvVaw1rfUxiAsCviM8zj4v8wnos
Govt launches programme for cashless treatment of up to Rs 1.5 lakh,https://www.business-standard.com/india-news/govt-launches-programme-for-cashless-treatment-of-up-to-rs-1-5-lakh-124031401155_1.html&ved=2ahUKEwiIx4apqdaGAxUhRmcHHZuKBL84bhDF9AF6BAgFEAI&usg=AOvVaw37KIJqrqN7wyYR0GK_qOeE
Road ministry launches a pilot project in Chandigarh to provide cashless treatment to road accident victim,https://m.economictimes.com/industry/transportation/roadways/road-ministry-lunches-a-pilot-project-in-chandigarh-to-provide-cashless-treatment-to-road-accident-victims/articleshow/108500928.cms&ved=2ahUKEwiIx4apqdaGAxUhRmcHHZuKBL84bhDF9AF6BAgJEAI&usg=AOvVaw3JXeibtnbWimhrW-Fdjmk9
Road accident deaths see 4% rise in Odisha in 2023: Police,https://timesofindia.indiatimes.com/city/bhubaneswar/road-accident-deaths-see-4-rise-in-odisha-in-2023-police/articleshow/108440201.cms&ved=2ahUKEwiIx4apqdaGAxUhRmcHHZuKBL84bhDF9AF6BAgDEAI&usg=AOvVaw0ZIt35OkeONtoGdIggfOVt
6 of family from Bihar killed in road accident in UP's Jaunpur,https://timesofindia.indiatimes.com/city/lucknow/6-of-family-from-bihar-killed-in-road-accident-in-ups-jaunpur/articleshow/108363220.cms&ved=2ahUKEwiIx4apqdaGAxUhRmcHHZuKBL84bhDF9AF6BAgIEAI&usg=AOvVaw0XjbfH3y_DkupaHmHhs9oB
NHAI inks 5-year contract with HLL Lifecare to strengthen incident management systems; assist road acciden,https://m.economictimes.com/industry/healthcare/biotech/healthcare/nhai-inks-5-year-contract-with-hll-lifecare-to-strengthen-incident-management-systems-assist-road-accident-victims/articleshow/108328642.cms&ved=2ahUKEwiIx4apqdaGAxUhRmcHHZuKBL84bhDF9AF6BAgCEAI&usg=AOvVaw3iZqc0Fq7xt-xP616EDQsN
"Mounaragam's Baiju aka Karthik Prasad meets with a road accident, co-star Beena Antony shares his health",https://timesofindia.indiatimes.com/tv/news/malayalam/mounaragams-baiju-aka-karthik-prasad-meets-with-a-road-accident-co-star-beena-antony-shares-his-health-updates/articleshow/108183131.cms&ved=2ahUKEwiIx4apqdaGAxUhRmcHHZuKBL84bhDF9AF6BAgAEAI&usg=AOvVaw2tU_v1uP4CLJEw1ACEpYXu
Man dies in Chennai road accident,https://timesofindia.indiatimes.com/city/chennai/man-dies-in-chennai-road-accident/articleshow/108110386.cms&ved=2ahUKEwiIx4apqdaGAxUhRmcHHZuKBL84bhDF9AF6BAgGEAI&usg=AOvVaw0UjRUp_h3zMBjOlgyHcCpd
'I am alive' : Aanchal Tiwari rubbishes rumours of being killed in a road accident,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/aanchal-tiwari-rubbishes-rumours-of-being-killed-in-a-road-accident/articleshow/108070765.cms&ved=2ahUKEwiIx4apqdaGAxUhRmcHHZuKBL84bhDF9AF6BAgEEAI&usg=AOvVaw3eLiLj45fkvRZ-oFFgKVcy
Ensure 50% fall in road accident deaths in state: Govt,https://www.hindustantimes.com/cities/others/ensure-50-fall-in-road-accident-deaths-in-state-govt-101709059841596.html&ved=2ahUKEwiIx4apqdaGAxUhRmcHHZuKBL84bhDF9AF6BAgHEAI&usg=AOvVaw0Cz4xbeHiTKeHAQOXJzmIC
Gujarat’s road accident toll: 21 lives lost every day,https://timesofindia.indiatimes.com/city/ahmedabad/gujarat-road-accident-toll-21-lives-lost-every-day/articleshow/108058635.cms&ved=2ahUKEwiIx4apqdaGAxUhRmcHHZuKBL84bhDF9AF6BAgBEAI&usg=AOvVaw1-ePjBgo8TlAzEZHbvxidR
"Video: Car topples over divider, rams into another vehicle in Telangana - India Today",https://www.indiatoday.in/india/telangana/video/four-injured-as-car-topples-over-divider-rams-into-another-vehicle-in-telangana-2507473-2024-02-27&ved=2ahUKEwi7_MmpqdaGAxVXcmwGHWpOCIk4eBDF9AF6BAgIEAI&usg=AOvVaw3qYB8tnwnYvOkgylszE_st
"Telangana MLA Dies After Car Loses Control, Crashes Into Divider",https://www.ndtv.com/india-news/telangana-mla-lasya-nandita-died-in-horrific-road-accident-5110540&ved=2ahUKEwi7_MmpqdaGAxVXcmwGHWpOCIk4eBDF9AF6BAgJEAI&usg=AOvVaw1-x5Xhw9AhEbsqn_Plq1cN
6 die in road accident near Karnataka-Maharashtra border,https://indianexpress.com/article/cities/bangalore/6-die-road-accident-karnataka-maharashtra-border-9175940/&ved=2ahUKEwi7_MmpqdaGAxVXcmwGHWpOCIk4eBDF9AF6BAgAEAI&usg=AOvVaw3xJbP8Ha2anpipHVc0pwzs
Two die in road accident near Chennai,https://timesofindia.indiatimes.com/city/chennai/two-die-in-road-accident-near-chennai/articleshow/107918666.cms&ved=2ahUKEwi7_MmpqdaGAxVXcmwGHWpOCIk4eBDF9AF6BAgDEAI&usg=AOvVaw1E5U03ZFei7C1RJigWkQWt
Nine killed in road accident in Bihar's Lakhisarai,https://timesofindia.indiatimes.com/city/patna/nine-killed-in-road-accident-in-bihars-lakhisarai/articleshow/107877899.cms&ved=2ahUKEwi7_MmpqdaGAxVXcmwGHWpOCIk4eBDF9AF6BAgGEAI&usg=AOvVaw1fSRuoKqbynykKcfZlt-a0
"Two killed, one injured in car accident at Jabalpur",https://timesofindia.indiatimes.com/city/bhopal/two-killed-in-car-accident-in-jabalpur/articleshow/107737989.cms&ved=2ahUKEwi7_MmpqdaGAxVXcmwGHWpOCIk4eBDF9AF6BAgEEAI&usg=AOvVaw2SNDCHwaL6zZRfRhDLOW3e
"In freak accident, man decapitated after two cars collide in West Delhi",https://indianexpress.com/article/cities/delhi/in-freak-accident-man-decapitated-after-two-cars-collide-in-west-delhi-9164204/&ved=2ahUKEwi7_MmpqdaGAxVXcmwGHWpOCIk4eBDF9AF6BAgCEAI&usg=AOvVaw03HtUds2OBEFPmXdPivckX
"Those in the 18-30 age group form major chunk of road accident victims, says transport official",https://www.thehindu.com/news/national/karnataka/those-in-the-18-30-age-group-form-major-chunk-of-road-accident-victims-says-transport-official/article67818281.ece&ved=2ahUKEwi7_MmpqdaGAxVXcmwGHWpOCIk4eBDF9AF6BAgFEAI&usg=AOvVaw2kLodEEOzVhCzu35DS7QfG
"4 killed, one injured in road accident in J&K’s Udhampur district",https://indianexpress.com/article/india/4-killed-one-injured-in-road-accident-in-jks-udhampur-district-9143814/&ved=2ahUKEwi7_MmpqdaGAxVXcmwGHWpOCIk4eBDF9AF6BAgBEAI&usg=AOvVaw2tBoSd9zFftjzchw2rPUBi
Fatal accidents in January decline by 15%: Delhi Traffic Police data,https://www.business-standard.com/india-news/fatal-accidents-in-january-decline-by-15-delhi-traffic-police-data-124020301156_1.html&ved=2ahUKEwi7_MmpqdaGAxVXcmwGHWpOCIk4eBDF9AF6BAgHEAI&usg=AOvVaw2DGTQWIUCvS_u9yCZZJP15
"Soon, road accident victims may get free cashless treatment up to Rs 1.5 lakh at hospitals across the coun",https://m.economictimes.com/news/india/soon-road-accident-victims-may-get-free-cashless-treatment-up-to-rs-1-5-lakh-at-hospitals-across-the-country/articleshow/107285481.cms&ved=2ahUKEwiwromqqdaGAxUYbmwGHRtFBpw4ggEQxfQBegQIAxAC&usg=AOvVaw1FQMt5dWqLTIpyntDuaaBl
Indian Man Deported From Canada For 2019 Road Accident That Killed 2,https://www.ndtv.com/indians-abroad/indian-man-deported-from-canada-for-2019-road-accident-that-killed-2-4962918&ved=2ahUKEwiwromqqdaGAxUYbmwGHRtFBpw4ggEQxfQBegQICRAC&usg=AOvVaw2J6pU7EVBUR5pvTQNXP7j1
Congress leader Manvendra Singh’s wife Chitra Singh dies in Alwar road accident,https://indianexpress.com/article/india/rajasthan-congress-leader-manvendra-singh-wife-dies-in-road-accident-9135058/&ved=2ahUKEwiwromqqdaGAxUYbmwGHRtFBpw4ggEQxfQBegQIBhAC&usg=AOvVaw3ohAe9PPNSd6Tkvzbx6VJP
Bid to overtake results in crash near Raj Bhavan,https://www.telegraphindia.com/my-kolkata/news/bid-to-overtake-results-in-crash-near-raj-bhavan/cid/1997035&ved=2ahUKEwiwromqqdaGAxUYbmwGHRtFBpw4ggEQxfQBegQIBBAC&usg=AOvVaw2vkNEcLzBCXi7WC1_wznVX
"Congress’s Manvendra Singh’s wife dies in Rajasthan car accident, he’s injured",https://www.indiatoday.in/india/story/former-union-minister-jaswant-singh-daughter-in-law-dies-road-accident-in-rajasthan-alwar-2495518-2024-01-30&ved=2ahUKEwiwromqqdaGAxUYbmwGHRtFBpw4ggEQxfQBegQIBRAC&usg=AOvVaw2spFrRGybHM05--prZQBxl
